Country Name,Country Code,Series Name,Series Code,Year,Value
Pacific island small states,PSS,Forest area (% of land area),AG.LND.FRST.ZS,2010,67.5627725856698
Pacific island small states,PSS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,29.6785326086957
Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,71.7961252713048
Pacific island small states,PSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,24.7836148701035
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2010,2289399.0
Post-demographic dividend,PST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,38170.9680272624
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.90294693219326
Post-demographic dividend,PST,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,22.4735117172325
Post-demographic dividend,PST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,11.4853945124589
Post-demographic dividend,PST,Forest area (% of land area),AG.LND.FRST.ZS,2010,31.8694561567215
Post-demographic dividend,PST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,4824.34493539349
Post-demographic dividend,PST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,9.8170711241403
Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,99.8801524112079
Post-demographic dividend,PST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,99.419333728341
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,2010,1076208648.0
Pre-demographic dividend,PRE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,1412.49898242198
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,6.6528421155605
Pre-demographic dividend,PRE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,32.149988748869
Pre-demographic dividend,PRE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,0.471633518652162
Pre-demographic dividend,PRE,Forest area (% of land area),AG.LND.FRST.ZS,2010,29.9262184977168
Pre-demographic dividend,PRE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,395.227148928861
Pre-demographic dividend,PRE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,75.7135622523074
Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,32.7196037224137
Pre-demographic dividend,PRE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,11.5916973908236
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,2010,752046672.0
Small states,SST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,9921.82379714539
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.32244407295181
Small states,SST,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,27.7082050815673
Small states,SST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,6.25896217946968
Small states,SST,Forest area (% of land area),AG.LND.FRST.ZS,2010,65.8817993553849
Small states,SST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,29.7265690627625
Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,82.199729744185
Small states,SST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,66.1766996335746
Small states,SST,"Population, total",SP.POP.TOTL,2010,17575200.0
South Asia,SAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,1222.51823014544
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,8.19440351757765
South Asia,SAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,30.1141518295215
South Asia,SAS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,1.25337505110238
South Asia,SAS,Forest area (% of land area),AG.LND.FRST.ZS,2010,24.5400543694332
South Asia,SAS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,492.486384151898
South Asia,SAS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,38.1566630116378
South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,74.0765736340237
South Asia,SAS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,32.2305554202237
South Asia,SAS,"Population, total",SP.POP.TOTL,2010,1444967010.0
South Asia (IDA & IBRD),TSA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,1222.51823014544
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,8.19440351757765
South Asia (IDA & IBRD),TSA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,30.1141518295215
South Asia (IDA & IBRD),TSA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,1.25337505110238
South Asia (IDA & IBRD),TSA,Forest area (% of land area),AG.LND.FRST.ZS,2010,24.5400543694332
South Asia (IDA & IBRD),TSA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,492.486384151898
South Asia (IDA & IBRD),TSA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,38.1566630116378
South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,74.0765736340237
South Asia (IDA & IBRD),TSA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,32.2305554202238
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,2010,1444967010.0
Sub-Saharan Africa,SSF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,1542.53215408965
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,6.05119087977121
Sub-Saharan Africa,SSF,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,27.3283387816626
Sub-Saharan Africa,SSF,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,0.838977545269412
Sub-Saharan Africa,SSF,Forest area (% of land area),AG.LND.FRST.ZS,2010,29.8930068151004
Sub-Saharan Africa,SSF,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,511.939011907588
Sub-Saharan Africa,SSF,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,70.5522525849335
Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,33.3352475874151
Sub-Saharan Africa,SSF,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,12.1401340454783
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,2010,894666657.0
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,1667.51820351409
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,5.87829228672747
Sub-Saharan Africa (excluding high income),SSA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,27.7068613093019
Sub-Saharan Africa (excluding high income),SSA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,0.924886706082377
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),AG.LND.FRST.ZS,2010,30.678623351859
Sub-Saharan Africa (excluding high income),SSA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,530.339828965184
Sub-Saharan Africa (excluding high income),SSA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,68.3351794871795
Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,34.210425330409
Sub-Saharan Africa (excluding high income),SSA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,13.2496305760272
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,2010,804038373.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,1542.53215408965
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,6.05119087977124
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,27.3283387816626
Sub-Saharan Africa (IDA & IBRD countries),TSS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,0.838977545269412
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,2010,29.8930068151004
Sub-Saharan Africa (IDA & IBRD countries),TSS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,511.939011907588
Sub-Saharan Africa (IDA & IBRD countries),TSS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,70.5522525849335
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,33.3352475874151
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,12.1401340454783
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,2010,894666657.0
Upper middle income,UMC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,5923.1985183612
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,8.54083082585677
Upper middle income,UMC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,37.7327829888041
Upper middle income,UMC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,5.38001584265287
Upper middle income,UMC,Forest area (% of land area),AG.LND.FRST.ZS,2010,29.5471983836039
Upper middle income,UMC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,1703.10053278591
Upper middle income,UMC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,15.363151286548
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,98.2012683195219
Upper middle income,UMC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,67.6315800269014
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2010,2573477299.0
World,WLD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2010,9298.74987325049
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,4.52424032554688
World,WLD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,27.62129979624
World,WLD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2010,4.67104781262243
World,WLD,Forest area (% of land area),AG.LND.FRST.ZS,2010,31.9456325774178
World,WLD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,1797.33396996069
World,WLD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2010,16.7414815095897
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2010,83.4471382973513
World,WLD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2010,57.1730466136601
World,WLD,"Population, total",SP.POP.TOTL,2010,7001266876.0
Afghanistan,AFG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,525.42698276582
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,0.426354776777345
Afghanistan,AFG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,22.7402524820273
Afghanistan,AFG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,0.392640542832169
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,2011,1.85278199408184
Afghanistan,AFG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,12.6
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,43.2
Afghanistan,AFG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,21.3
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2011,29347708.0
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,3677.89457937717
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,2.46351683915714
Albania,ALB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,26.9409865024688
Albania,ALB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,1.72129581663193
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,2011,28.5946532846715
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,766.894617514824
Albania,ALB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,35.8
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,99.7
Albania,ALB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,68.6
Albania,ALB,"Population, total",SP.POP.TOTL,2011,2905195.0
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,4501.3543013352
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,2.99999999941909
Algeria,DZA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,44.9869856015855
Algeria,DZA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,3.38189926038203
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,2011,0.808484553309765
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,1174.26806450034
Algeria,DZA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,0.2
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,99.0
Algeria,DZA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,99.3
Algeria,DZA,"Population, total",SP.POP.TOTL,2011,36903376.0
American Samoa,ASM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,12521.8095058644
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,0.0
American Samoa,ASM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,0.0018216595318335
American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,2011,87.0
American Samoa,ASM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,0.0
American Samoa,ASM,"Population, total",SP.POP.TOTL,2011,54895.0
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,37637.5045137987
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,-0.0080697534113909
Andorra,AND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,11.908853107908
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,2011,34.0425531914894
Andorra,AND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,18.6
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,100.0
Andorra,AND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,100.0
Andorra,AND,"Population, total",SP.POP.TOTL,2011,77783.0
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,3528.16824373399
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,3.59386960240222
Angola,AGO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,52.1706630052286
Angola,AGO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,0.976536306021153
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,2011,57.4339760968958
Angola,AGO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,486.235365702241
Angola,AGO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,51.7
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,34.6
Angola,AGO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,44.9
Angola,AGO,"Population, total",SP.POP.TOTL,2011,24218352.0
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,15633.9091131821
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,-1.95874262217572
Antigua and Barbuda,ATG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,13.2274797388855
Antigua and Barbuda,ATG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,2.46490293286383
Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,2011,19.8045454545455
Antigua and Barbuda,ATG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,0.1
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,94.6
Antigua and Barbuda,ATG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,100.0
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2011,86332.0
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,14040.6189124444
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,6.00395169280579
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,25.2126976058843
Argentina,ARG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,4.42921822947444
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,2011,10.9587128976976
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,1865.25736115683
Argentina,ARG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,8.8
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,99.0
Argentina,ARG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,99.4
Argentina,ARG,"Population, total",SP.POP.TOTL,2011,41730660.0
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,2943.83687119315
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,4.69999999867412
Armenia,ARM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,1.61963737243634
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,2011,11.6035124692659
Armenia,ARM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,896.948023835655
Armenia,ARM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,8.0
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,99.5
Armenia,ARM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,96.3
Armenia,ARM,"Population, total",SP.POP.TOTL,2011,3027900.0
Aruba,ABW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,26093.0542083227
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,3.36923718421511
Aruba,ABW,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,12.3664483303712
Aruba,ABW,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,2.83358189314852
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,2011,2.33333333333333
Aruba,ABW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,5.7
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,100.0
Aruba,ABW,"Population, total",SP.POP.TOTL,2011,102591.0
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,54296.2321324814
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,2.39473494330615
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,26.461435749675
Australia,AUS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,18.480821685778
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,2011,16.9553102586465
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,5698.65597309349
Australia,AUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,8.3
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,100.0
Australia,AUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,100.0
Australia,AUS,"Population, total",SP.POP.TOTL,2011,22340024.0
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,44146.1956805294
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,2.92746800169145
Austria,AUT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,25.8570853999006
Austria,AUT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,8.6022725227944
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,2011,46.8589190499273
Austria,AUT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,3927.58256477323
Austria,AUT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,31.6
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,100.0
Austria,AUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,100.0
Austria,AUT,"Population, total",SP.POP.TOTL,2011,8391643.0
Azerbaijan,AZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,5149.20665913206
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,-1.5729973511111
Azerbaijan,AZE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,61.7339963903076
Azerbaijan,AZE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,3.21257348402642
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,2011,12.6009956689008
Azerbaijan,AZE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,1396.04478051641
Azerbaijan,AZE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,3.5
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,99.9
Azerbaijan,AZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,94.4
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2011,9173082.0
"Bahamas, The",BHS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,30492.6738528071
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,0.613170735890648
"Bahamas, The",BHS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,12.0451419747876
"Bahamas, The",BHS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,2.29791057463905
"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,2011,50.9350649350649
"Bahamas, The",BHS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,1.4
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,100.0
"Bahamas, The",BHS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,100.0
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2011,371729.0
Bahrain,BHR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,23288.0449398313
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,1.92815791170796
Bahrain,BHR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,48.2947958378082
Bahrain,BHR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,24.2703050994962
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,2011,0.698826597131682
Bahrain,BHR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,10624.3872166304
Bahrain,BHR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,0.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,100.0
Bahrain,BHR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,100.0
Bahrain,BHR,"Population, total",SP.POP.TOTL,2011,1195020.0
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,995.579947155662
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,6.46437912497728
Bangladesh,BGD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,25.0452996007551
Bangladesh,BGD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,0.425203089273234
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,2011,14.4991441960513
Bangladesh,BGD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,200.299626883527
Bangladesh,BGD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2011,38.4
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2011,59.6
Bangladesh,BGD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2011,13.4
Bangladesh,BGD,"Population, total",SP.POP.TOTL,2011,153591076.0
Barbados,BRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2011,21842.8635599786
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,-0.310320187825369
Barbados,BRB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,14.1706839010436
Barbados,BRB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2011,2.45854442871163
Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,2011,14.6511627906977
